phenotype_id	phenotype_name	study_id	study_name	study_status	dataset_type	raw_dataset_id	nber_dgrp_lines	nber_sex_female	nber_sex_male	nber_sex_na	is_numeric	is_continuous	summary_type	unit	description
1542	mn_StartleResp_MSB	19	Jordan et al., 2012	integrated	summary		192	192	192	0	true	true	mean	s	Startle response as locomotor activity under 3mM Menadione sodium bisulfite (MSB) exposure
1543	mn_NegGeotaxis_CTRL	19	Jordan et al., 2012	integrated	summary		192	192	192	0	true	true	mean	NA	Negative geotaxis (NG) as locomotor capacity (Control, no MSB exposure)
1544	mn_NegGeotaxis_MSB	19	Jordan et al., 2012	integrated	summary		192	192	192	0	true	true	mean	NA	Negative geotaxis as locomotor capacity under 3mM Menadione sodium bisulfite (MSB) exposure
1545	mn_MortalityInd	20	Katzenberger et al., 2015	integrated	summary		179	0	0	179	true	true	mean	NA	Mean of the mortality index at 24hr (MI<sub>24</sub>) following traumatic brain injury (TBI)
1546	sd_MortalityInd	20	Katzenberger et al., 2015	integrated	summary		179	0	0	179	true	true	standard deviation	NA	Standard deviation of the mortality index at 24hr (MI<sub>24</sub>) following traumatic brain injury (TBI)
1547	mn_StarvationRes	21	MacKay et al., 2012	integrated	summary		166	166	166	0	true	true	mean	NA	Mean of the starvation resistance
1548	mn_StarvationRes_ADJ	21	MacKay et al., 2012	integrated	summary		166	166	0	0	true	true	mean	NA	Mean of the starvation resistance adjusted for the effect Wolbachia infection
1549	mn_ChillComaRec	21	MacKay et al., 2012	integrated	summary		160	160	160	0	true	true	mean	NA	Mean of the chill coma recovery
1550	mn_StartleRes	21	MacKay et al., 2012	integrated	summary		167	167	167	0	true	true	mean	NA	Mean of the startle response 
1567	idx_Surv_5MeHg	23	Montgomery et al., 2014	integrated	summary		173	0	0	173	true	true	NA	NA	Eclosion index (adult hatching) at 5µM methylmercury (MeHg) dose
1568	idx_Surv_10MeHg	23	Montgomery et al., 2014	integrated	summary		173	0	0	173	true	true	NA	NA	Eclosion index (adult hatching) at 10µM methylmercury (MeHg) dose
1569	idx_Surv_15MeHg	23	Montgomery et al., 2014	integrated	summary		173	0	0	173	true	true	NA	NA	Eclosion index (adult hatching) at 15µM methylmercury (MeHg) dose
1570	idx_Surv_cum_MeHg	23	Montgomery et al., 2014	integrated	summary		173	0	0	173	true	true	NA	NA	Cumulative eclosion index (adult hatching) aggregating multiple methylmercury (MeHg) doses
1579	idx_Surv_10MeHg_CAFF	23	Montgomery et al., 2014	integrated	summary		173	0	0	173	true	true	NA	NA	Eclosion index (adult hatching) at 10µM methylmercury (MeHg) dose on food supplemented with 2mM caffeine
1581	sd_StartleRes	24	Morgante et al., 2015	integrated	summary		201	201	201	0	true	true	standard deviation	NA	Natural logarithm of the standard deviation ln(σ<sub>E</sub>) (as measure of micro-environmental plasticity) of the startle response
1582	se_StartleRes	24	Morgante et al., 2015	integrated	summary		201	201	201	0	true	true	standard error	NA	Standard error of ln(σ<sub>E</sub>) (the natural logarithm of the standard deviation, as measure of micro-environmental plasticity) of the startle response
1584	sd_StarvationRes	24	Morgante et al., 2015	integrated	summary		197	197	197	0	true	true	standard deviation	NA	Natural logarithm of the standard deviation ln(σ<sub>E</sub>) (as measure of micro-environmental plasticity) of the starvation resistance
1585	se_StarvationRes	24	Morgante et al., 2015	integrated	summary		197	197	197	0	true	true	standard error	NA	Standard error of ln(σ<sub>E</sub>) (the natural logarithm of the standard deviation, as measure of micro-environmental plasticity) of the starvation resistance
1587	sd_ChillComaRec	24	Morgante et al., 2015	integrated	summary		174	174	174	0	true	true	standard deviation	NA	Natural logarithm of the standard deviation ln(σ<sub>E</sub>) (as measure of micro-environmental plasticity) of the chill coma recovery
1588	se_ChillComaRec	24	Morgante et al., 2015	integrated	summary		174	174	174	0	true	true	standard error	NA	Standard error of ln(σ<sub>E</sub>) (the natural logarithm of the standard deviation, as measure of micro-environmental plasticity) of the chill coma recovery
1589	mn_AlcoholSens_E1	25	Morozova et al., 2015	integrated	summary		205	205	205	0	true	true	mean	Minutes	Mean elution time (MET), as a measure of alcohol sensitivity, following a single ethanol exposure (E1)
1590	se_AlcoholSens_E1	25	Morozova et al., 2015	integrated	summary		205	205	205	0	true	true	standard error	Minutes	Standard error of the mean elution time (MET), a measure of alcohol sensitivity, following a single ethanol exposure (E1)
1591	mn_AlcoholSens_E2	25	Morozova et al., 2015	integrated	summary		205	205	205	0	true	true	mean	Minutes	Mean elution time (MET), as a measure of alcohol sensitivity, following repeated ethanol exposure (E2)
1592	se_AlcoholSens_E2	25	Morozova et al., 2015	integrated	summary		205	205	205	0	true	true	standard error	Minutes	Standard error of the mean elution time (MET), a measure of alcohol sensitivity, following repeated ethanol exposure (E2)
1593	mn_AlcoholTolerance	25	Morozova et al., 2015	integrated	summary		205	205	205	0	true	true	mean	Minutes	Mean of alcohol tolerance (T) as the difference of MET between the second and first exposure
1594	se_AlcoholTolerance	25	Morozova et al., 2015	integrated	summary		205	205	205	0	true	true	standard error	Minutes	Standard error of alcohol tolerance (T) as the difference of MET between the second and first exposure
1603	WolbachiaStatus_PCR	28	Richardson et al., 2012	integrated	summary		167	0	0	167	true	false	NA	NA	Wolbachia infection status by PCR
1604	Reads_Total	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	NA	Total number of reads
1605	Total_Number_bp	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	Nucleotides	Total number of base pair
1606	Wolbachia_Map_Reads	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	NA	Wolbachia number of reads mapped
1608	Wolbachia_Depth_Cov	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	NA	Wolbachia depth of coverage
1609	Wolbachi_Consens_Len	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	NA	Wolbachia consensus length
1610	Wolbachi_Consens_Dif	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	NA	Wolbachia reference consensus difference
1613	Wolbachi_Breadth_Cov	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	NA	Wolbachia breadth of coverage
1614	WolbachiaStatus	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	false	NA	NA	Wolbachia infection status (2 = infected, 1 = not infected)
1615	Mitochon_Mapped_Read	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	NA	Mitochondrial DNA number of reads mapped
1617	Mitochon_Depth_Cov	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	NA	Mitochondrial DNA depth of coverage
1618	Mitochon_Consens_Len	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	Nucleotides	Mitochondrial DNA consensus length
1619	Mitochon_Consens_Dif	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	NA	mtDNA reference consensus difference
1622	Mitochon_Breadth_Cov	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	NA	mtDNA breadth of coverage (%nucleotides in the consensus sequence vs length of the reference sequence)
1623	Nuclear_Mapped_Reads	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	NA	Nuclear DNA number of reads mapped
1625	Nuclear_Depth_Cov	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	NA	Nuclear DNA depth of coverage
1626	Nuclear_Consensu_Len	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	NA	Nuclear DNA consensus length
1627	Nuclear_Consensu_Dif	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	NA	Nuclear DNA reference consensus difference
1630	Nuclear_Breadth_Cov	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	true	NA	NA	Nuclear DNA breadth of coverage
1631	Mitochondrial_Clade	28	Richardson et al., 2012	integrated	summary		174	0	0	174	false	false	NA	NA	Mitochondrial clade
1632	Mitochon_Hap_COI2160	28	Richardson et al., 2012	integrated	summary		174	0	0	174	false	false	NA	NA	Mitochondrial Haplotype COI_2160 (<a href="http://dx.doi.org/10.1093/molbev/msn199">Nunes et al. 2008</a>)
1633	Mitochon_Hap_COI2187	28	Richardson et al., 2012	integrated	summary		174	0	0	174	false	false	NA	NA	Mitochondrial Haplotype COI_2187 (<a href="http://dx.doi.org/10.1093/molbev/msn199">Nunes et al. 2008</a>)
1634	Mitochon_Haplotype	28	Richardson et al., 2012	integrated	summary		174	0	0	174	true	false	NA	NA	Mitochondrial haplotype categorization
1635	mn_Aggression_Social	29	Rohde et al., 2017	integrated	summary		87	0	87	0	true	true	mean	NA	Mean aggression score of socially reared lines
1636	se_Aggression_Social	29	Rohde et al., 2017	integrated	summary		87	0	87	0	true	true	standard error	NA	SE aggression score of socially reared lines
1637	mn_Aggressi_Soci_ADJ	29	Rohde et al., 2017	integrated	summary		87	0	87	0	true	true	mean	NA	Adjusted line mean aggression score of socially reared lines
1639	mn_Aggressi_Isolated	29	Rohde et al., 2017	integrated	summary		87	0	87	0	true	true	mean	NA	Mean aggression score of socially isolated reared lines
1640	se_Aggressi_Isolated	29	Rohde et al., 2017	integrated	summary		87	0	87	0	true	true	standard error	NA	Standard error of the average aggression score of socially isolated reared lines
1641	mn_Aggressi_Isol_ADJ	29	Rohde et al., 2017	integrated	summary		87	0	87	0	true	true	mean	NA	Adjusted line mean aggression score of socially isolated reared lines
1643	Aggression_GSEI	29	Rohde et al., 2017	integrated	summary		87	0	87	0	true	true	mean	NA	Measure of genotype-by-social-environment interaction (GSEI) computed as the difference between adjusted line means for the social and socially isolated environment 
1644	mn_AggressionScore	30	Shorter et al., 2015	integrated	summary		200	0	200	0	true	true	mean	NA	Adjusted Mean Aggression Score
1645	Hobo_Relative_Cov	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	NA	Relative coverage of the <i>Hobo</i> Elements
1646	CN_Hobo_TIDAL	31	Srivastav et al., 2017	integrated	summary		50	0	0	50	true	true	NA	NA	<i>Hobo</i> element copy number based on TIDAL annotation
1647	CN_Hobo_TIDAL_W	31	Srivastav et al., 2017	integrated	summary		50	0	0	50	true	true	NA	NA	<i>Hobo</i> element copy number based on TIDAL annotation (weighted according to its freq. in chr.)
1648	CN_Hobo_TEMP	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	NA	<i>Hobo</i> element copy number based on TEMP annotation
1649	CN_Hobo_TEMP_W	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	NA	<i>Hobo</i> element copy number based on TEMP annotation (weighted according to its freq. in chr.)
1650	pc_FL_Hobo_HS	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>FL</i> structural variation in the genomic <i>Hobo</i> elements, estimated using HISAT/StringTie
1651	pc_CN_Hobo_HS	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>CN</i> structural variation in the genomic <i>Hobo</i> elements, estimated using HISAT/StringTie
1652	pc_FLCN_Hobo_HS	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	<i>FL/CN</i> ratio of structural variation in the genomic <i>Hobo</i> elements, estimated using HISAT/StringTie
1653	pc_FL_Hobo_HC	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>FL</i> structural variation in the genomic <i>Hobo</i> elements, estimated using HISAT/Cufflinks
1654	pc_CN_Hobo_HC	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>CN</i> structural variation in the genomic <i>Hobo</i> elements, estimated using HISAT/Cufflinks
1655	pc_FLCN_Hobo_HC	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	<i>FL/CN</i> ratio of structural variation in the genomic <i>Hobo</i> elements, estimated using HISAT/Cufflinks
1656	pc_FL_PElem_HC	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>FL</i> structural variation in the genomic <i>P</i>-elements, estimated using HISAT/Cufflinks
1657	pc_KP_PElem_HC	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>KP</i> structural variation in the genomic <i>P</i>-elements, estimated using HISAT/Cufflinks
1658	pc_Deletion_PElem_HC	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of other deletion derivatives, as a measure of structural variation in the genomic <i>P</i>-elements, estimated using HISAT/Cufflinks
1659	pc_FPKP_PElem_HC	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	<i>FP/KP</i> ratio of structural variation in the genomic <i>P</i>-elements, estimated using HISAT/Cufflinks
1660	pc_FL_PElem_HS	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>FL</i> structural variation in the genomic <i>P</i>-elements, estimated using HISAT/StringTie
1661	pc_KP_PElem_HS	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>KP</i> structural variation in the genomic <i>P</i>-elements, estimated using HISAT/StringTie
1662	pc_Deletion_PElem_HS	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of other deletion derivatives, as a measure of structural variation in the genomic <i>P</i>-elements, estimated using HISAT/StringTie
1663	pc_FPKP_PElem_HS	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	<i>FP/KP</i> ratio of structural variation in the genomic <i>P</i>-elements, estimated using HISAT/StringTie
1664	pc_FL_PElem_GC	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>FL</i> structural variation in the genomic <i>P</i>-elements, estimated using gsnap/Cufflinks
1665	pc_KP_PElem_GC	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>KP</i> structural variation in the genomic <i>P</i>-elements, estimated using gsnap/Cufflinks
1666	pc_Deletion_PElem_GC	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of other deletion derivatives, as a measure of structural variation in the genomic <i>P</i>-elements, estimated using gsnap/Cufflinks
1667	pc_FPKP_PElem_GC	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	<i>FP/KP</i> ratio of structural variation in the genomic <i>P</i>-elements, estimated using gsnap/Cufflinks
1668	pc_FL_PElem_GS	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>FL</i> structural variation in the genomic <i>P</i>-elements, estimated using gsnap/StringTie
1669	pc_KP_PElem_GS	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>KP</i> structural variation in the genomic <i>P</i>-elements, estimated using gsnap/StringTie
1670	pc_Deletion_PElem_GS	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of other deletion derivatives, as a measure of structural variation in the genomic <i>P</i>-elements, estimated using gsnap/StringTie
1671	pc_FPKP_PElem_GS	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	<i>FP/KP</i> ratio of structural variation in the genomic <i>P</i>-elements, estimated using gsnap/StringTie
1672	pc_FL_PElem_SC	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>FL</i> structural variation in the genomic <i>P</i>-elements, estimated using STAR/Cufflinks
1673	pc_KP_PElem_SC	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>KP</i> structural variation in the genomic <i>P</i>-elements, estimated using STAR/Cufflinks
1674	pc_Deletion_PElem_SC	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of other deletion derivatives, as a measure of structural variation in the genomic <i>P</i>-elements, estimated using STAR/Cufflinks
1675	pc_FPKP_PElem_SC	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	<i>FP/KP</i> ratio of structural variation in the genomic <i>P</i>-elements, estimated using STAR/Cufflinks
1676	pc_FL_PElem_SS	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>FL</i> structural variation in the genomic <i>P</i>-elements, estimated using STAR/StringTie
1677	pc_KP_PElem_SS	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of <i>KP</i> structural variation in the genomic <i>P</i>-elements, estimated using STAR/StringTie
1678	pc_Deletion_PElem_SS	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	Proportion of other deletion derivatives, as a measure of structural variation in the genomic <i>P</i>-elements, estimated using STAR/StringTie
1679	pc_FPKP_PElem_SS	31	Srivastav et al., 2017	integrated	summary		52	0	0	52	true	true	NA	Proportion / Ratio	<i>FP/KP</i> ratio of structural variation in the genomic <i>P</i>-elements, estimated using STAR/StringTie
1680	mn_Glucose_Pooled	32	Unckless et al., 2015	integrated	summary		145	0	145	0	true	true	mean	NA	Mean glucose quantity estimate (pooling flies from Low and High glucose diets)
1681	mn_Glucose_HighDiet	32	Unckless et al., 2015	integrated	summary		147	0	147	0	true	true	mean	NA	Mean glucose quantity estimate (High glucose diet)
1682	mn_Glucose_LowDiet	32	Unckless et al., 2015	integrated	summary		150	0	150	0	true	true	mean	NA	Mean glucose quantity estimate (Low glucose diet)
1683	mn_Glycerol_Pooled	32	Unckless et al., 2015	integrated	summary		145	0	145	0	true	true	mean	NA	Mean glycerol quantity estimate (pooling flies from Low and High glucose diets)
1684	mn_Glycerol_HighDiet	32	Unckless et al., 2015	integrated	summary		147	0	147	0	true	true	mean	NA	Mean glycerol quantity estimate (High glucose diet)
1685	mn_Glycerol_LowDiet	32	Unckless et al., 2015	integrated	summary		150	0	150	0	true	true	mean	NA	Mean glycerol quantity estimate (Low glucose diet)
1686	mn_Glycogen_Pooled	32	Unckless et al., 2015	integrated	summary		145	0	145	0	true	true	mean	NA	Mean glycogen quantity estimate (pooling flies from Low and High glucose diets)
1687	mn_Glycogen_HighDiet	32	Unckless et al., 2015	integrated	summary		147	0	147	0	true	true	mean	NA	Mean glycogen quantity estimate (High glucose diet)
1688	mn_Glycogen_LowDiet	32	Unckless et al., 2015	integrated	summary		150	0	150	0	true	true	mean	NA	Mean glycogen quantity estimate (Low glucose diet)
1689	mn_Triglyceride_Pool	32	Unckless et al., 2015	integrated	summary		145	0	145	0	true	true	mean	NA	Mean triglyceride quantity estimate (pooling flies from Low and High glucose diets)
1690	mn_Triglyceri_HiDiet	32	Unckless et al., 2015	integrated	summary		147	0	147	0	true	true	mean	NA	Mean triglyceride quantity estimate (High glucose diet)
1691	mn_Triglyceri_LoDiet	32	Unckless et al., 2015	integrated	summary		150	0	150	0	true	true	mean	NA	Mean triglyceride quantity estimate (Low glucose diet)
1692	mn_Protein_Pooled	32	Unckless et al., 2015	integrated	summary		145	0	145	0	true	true	mean	NA	Mean protein quantity estimate (pooling flies from Low and High glucose diets)
1693	mn_Protein_HighDiet	32	Unckless et al., 2015	integrated	summary		147	0	147	0	true	true	mean	NA	Mean protein quantity estimate (High glucose diet)
1694	mn_Protein_LowDiet	32	Unckless et al., 2015	integrated	summary		150	0	150	0	true	true	mean	NA	Mean protein quantity estimate (Low glucose diet)
1695	mn_Weight_PooledDiet	32	Unckless et al., 2015	integrated	summary		145	0	145	0	true	true	mean	µg	Mean weight (pooling flies from Low and High glucose diets)
1696	mn_Weight_HighDiet	32	Unckless et al., 2015	integrated	summary		147	0	147	0	true	true	mean	µg	Mean weight (High glucose diets)
1697	mn_Weight_LowDiet	32	Unckless et al., 2015	integrated	summary		150	0	150	0	true	true	mean	µg	Mean weight (Low glucose diets)
1698	PC1_Nutri_Score_Low	32	Unckless et al., 2015	integrated	summary		150	0	150	0	true	true	NA	NA	First Principal Component of the full nutritional dataset (low glucose diet)
1699	PC2_Nutri_Score_Low	32	Unckless et al., 2015	integrated	summary		150	0	150	0	true	true	NA	NA	Second Principal Component of the full nutritional dataset (low glucose diet)
1700	PC3_Nutri_Score_Low	32	Unckless et al., 2015	integrated	summary		150	0	150	0	true	true	NA	NA	Third Principal Component of the full nutritional dataset (low glucose diet)
1701	PC4_Nutri_Score_Low	32	Unckless et al., 2015	integrated	summary		150	0	150	0	true	true	NA	NA	Fourth Principal Component of the full nutritional dataset (low glucose diet)
1702	PC5_Nutri_Score_Low	32	Unckless et al., 2015	integrated	summary		150	0	150	0	true	true	NA	NA	Fifth Principal Component of the full nutritional dataset (low glucose diet)
1703	PC1_Nutri_Score_High	32	Unckless et al., 2015	integrated	summary		147	0	147	0	true	true	NA	NA	First Principal Component of the full nutritional dataset (high glucose diet)
1704	PC2_Nutri_Score_High	32	Unckless et al., 2015	integrated	summary		147	0	147	0	true	true	NA	NA	Second Principal Component of the full nutritional dataset (high glucose diet)
1705	PC3_Nutri_Score_High	32	Unckless et al., 2015	integrated	summary		147	0	147	0	true	true	NA	NA	Third Principal Component of the full nutritional dataset (high glucose diet)
1706	PC4_Nutri_Score_High	32	Unckless et al., 2015	integrated	summary		147	0	147	0	true	true	NA	NA	Fourth Principal Component of the full nutritional dataset (high glucose diet)
1707	PC5_Nutri_Score_High	32	Unckless et al., 2015	integrated	summary		147	0	147	0	true	true	NA	NA	Fifth Principal Component of the full nutritional dataset (high glucose diet)
1718	LT50_Metarhizium_Ani	35	Wang et al., 2017	integrated	summary		188	188	188	0	true	true	NA	Days	Lifespan measured as the time required for half the flies to die (LT<sub>50</sub>) after infection with <i>Metarhizium anisopliae</i> (Ma549)
1719	LT50_Pseudomonas_Aer	35	Wang et al., 2017	integrated	summary		81	81	81	0	true	true	NA	Days	Lifespan measured as the time required for half the flies to die (LT<sub>50</sub>) after infection with <i>Pseudomonas aeruginosa</i> (Pa14)
1720	Paraquat_Resistance	36	Weber et al., 2012	integrated	summary		167	167	167	0	true	true	NA	Hours	Survival time as a measure for oxidative stress resistance to paraquat oxidizing agent
1721	MenadioneSodBi_Resis	36	Weber et al., 2012	integrated	summary		167	167	167	0	true	true	NA	Hours	Survival time as a measure for oxidative stress resistance to menadione sodium bisulfite (MSB) oxidizing agent
1722	gp_Dev_Time_Lead	37	Zhou et al., 2016	integrated	summary		189	184	188	0	false	false	NA	NA	Development time performer group for larvae placed on medium supplemented with 0.5 mM lead acetate (lead-poisoned food)
1723	gp_Viability_Lead	37	Zhou et al., 2016	integrated	summary		199	0	0	199	false	false	NA	NA	Viability performer group for larvae placed on medium supplemented with 0.5 mM lead acetate (lead-poisoned food)
1724	pc_MB_Alpha_Normal	38	Zwarts et al., 2015	integrated	summary		40	0	40	0	true	true	NA	Proportion / Ratio	Percentage of normal α lobe in Mushroom Body (MB) morphology of the brain
1725	pc_MB_Alpha_Thin	38	Zwarts et al., 2015	integrated	summary		40	0	40	0	true	true	NA	Proportion / Ratio	Percentage of thin α lobe in Mushroom Body (MB) morphology of the brain
1726	pc_MB_Alpha_Short	38	Zwarts et al., 2015	integrated	summary		40	0	40	0	true	true	NA	Proportion / Ratio	Percentage of short α lobe in Mushroom Body (MB) morphology of the brain
1727	pc_MB_Alpha_Missing	38	Zwarts et al., 2015	integrated	summary		40	0	40	0	true	true	NA	Proportion / Ratio	Percentage of missing α lobe in Mushroom Body (MB) morphology of the brain
1728	pc_MB_Alpha_Abnormal	38	Zwarts et al., 2015	integrated	summary		40	0	40	0	true	true	NA	Proportion / Ratio	Percentage of abnormal α lobe in Mushroom Body (MB) morphology of the brain
1729	pc_MB_Beta_Normal	38	Zwarts et al., 2015	integrated	summary		40	0	40	0	true	true	NA	Proportion / Ratio	Percentage of normal β lobe in Mushroom Body (MB) morphology of the brain
1730	pc_MB_Beta_Thin	38	Zwarts et al., 2015	integrated	summary		40	0	40	0	true	true	NA	Proportion / Ratio	Percentage of thin β lobe in Mushroom Body (MB) morphology of the brain
1731	pc_MB_Beta_Short	38	Zwarts et al., 2015	integrated	summary		40	0	40	0	true	true	NA	Proportion / Ratio	Percentage of short β lobe in Mushroom Body (MB) morphology of the brain
1732	pc_MB_Beta_Missing	38	Zwarts et al., 2015	integrated	summary		40	0	40	0	true	true	NA	Proportion / Ratio	Percentage of missing β lobe in Mushroom Body (MB) morphology of the brain
1733	pc_MB_Beta_Fusion	38	Zwarts et al., 2015	integrated	summary		40	0	40	0	true	true	NA	Proportion / Ratio	Percentage of fusion β lobe in Mushroom Body (MB) morphology of the brain
1734	pc_MB_Beta_Abnormal	38	Zwarts et al., 2015	integrated	summary		40	0	40	0	true	true	NA	Proportion / Ratio	Percentage of abnormal β lobe in Mushroom Body (MB) morphology of the brain
1736	Circadian_Per_MESA	39	Harbison et al., 2018	integrated	summary		167	161	166	0	true	true	NA	Hours	Circadian period Ʈ calculated using the Maximum Entropy Spectral Analysis (MESA) method
1737	Circadian_Per_ChiSq	39	Harbison et al., 2018	integrated	summary		167	161	166	0	true	true	NA	Hours	Circadian period Ʈ calculated using the Chi square Periodogram method
1738	Rhythmicity_Index	39	Harbison et al., 2018	integrated	summary		167	167	167	0	true	true	NA	NA	Rhythmicity Index as a measure of how consistent the fly’s daily activity patterns are
1957	300	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	300 nm absorbance of the supernatant
1958	310	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	310 nm absorbance of the supernatant
1959	320	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	320 nm absorbance of the supernatant
1960	330	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	330 nm absorbance of the supernatant
1961	340	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	340 nm absorbance of the supernatant
1962	350	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	350 nm absorbance of the supernatant
1963	360	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	360 nm absorbance of the supernatant
1964	370	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	370 nm absorbance of the supernatant
1965	380	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	380 nm absorbance of the supernatant
1966	390	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	390 nm absorbance of the supernatant
1967	400	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	400 nm absorbance of the supernatant
1968	410	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	410 nm absorbance of the supernatant
1969	420	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	420 nm absorbance of the supernatant
1970	430	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	430 nm absorbance of the supernatant
1971	440	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	440 nm absorbance of the supernatant
1972	450	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	450 nm absorbance of the supernatant
1973	460	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	460 nm absorbance of the supernatant
1974	470	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	470 nm absorbance of the supernatant
1975	480	85	Harrison et al., 2020	accepted	raw	1	3	0	0	3	true	false	NA	NA	480 nm absorbance of the supernatant
